,sectors,industries,num_observations
0,"[np.float32(4.0), np.float32(8.0)]","[np.float32(21.0), np.float32(30.0)]",749
3,[np.float32(8.0)],[np.float32(11.0)],192
4,[np.float32(3.0)],[np.float32(60.0)],751
5,[np.float32(11.0)],[np.float32(15.0)],749
6,[np.float32(8.0)],[np.float32(69.0)],546
9,[np.float32(8.0)],"[np.float32(20.0), np.float32(21.0)]",586
10,[np.float32(4.0)],[np.float32(56.0)],749
11,[np.float32(7.0)],[np.float32(8.0)],305
13,[np.float32(8.0)],[np.float32(69.0)],539
14,[np.float32(3.0)],[np.float32(60.0)],751
16,[np.float32(4.0)],[np.float32(14.0)],348
17,[np.float32(4.0)],[np.float32(30.0)],480
18,[np.float32(4.0)],[np.float32(30.0)],750
20,[np.float32(1.0)],[np.float32(48.0)],745
21,[np.float32(4.0)],[np.float32(10.0)],745
23,[np.float32(7.0)],[np.float32(38.0)],749
24,[np.float32(7.0)],[np.float32(38.0)],744
27,[np.float32(11.0)],[np.float32(64.0)],577
28,[np.float32(11.0)],[np.float32(62.0)],519
29,[np.float32(11.0)],[np.float32(15.0)],748
31,[np.float32(4.0)],[np.float32(14.0)],308
32,[np.float32(11.0)],[np.float32(64.0)],750
33,[np.float32(11.0)],[np.float32(62.0)],750
34,[np.float32(4.0)],[np.float32(3.0)],749
35,[np.float32(4.0)],[np.float32(14.0)],749
36,"[np.float32(2.0), np.float32(7.0)]","[np.float32(1.0), np.float32(18.0)]",740
37,[np.float32(11.0)],[np.float32(64.0)],749
40,[np.float32(12.0)],[np.float32(19.0)],747
42,[np.float32(11.0)],[np.float32(62.0)],417
43,[np.float32(8.0)],[np.float32(21.0)],428
44,[np.float32(7.0)],[np.float32(38.0)],546
45,[np.float32(1.0)],[np.float32(48.0)],747
46,[np.float32(3.0)],[np.float32(60.0)],744
47,[np.float32(12.0)],[np.float32(19.0)],748
48,[np.float32(12.0)],[np.float32(19.0)],742
53,[np.float32(7.0)],[np.float32(38.0)],737
54,[np.float32(7.0)],[np.float32(38.0)],745
55,[np.float32(1.0)],[np.float32(48.0)],737
56,[np.float32(8.0)],[np.float32(45.0)],749
57,[np.float32(4.0)],[np.float32(10.0)],23
58,[np.float32(7.0)],[np.float32(38.0)],25
60,[np.float32(7.0)],[np.float32(38.0)],528
65,[np.float32(4.0)],[np.float32(30.0)],22
66,[np.float32(4.0)],[np.float32(14.0)],749
67,[np.float32(7.0)],[np.float32(38.0)],746
72,[np.float32(8.0)],[np.float32(45.0)],325
74,[np.float32(7.0)],[np.float32(38.0)],750
75,[np.float32(7.0)],[np.float32(38.0)],750
76,[np.float32(11.0)],[np.float32(64.0)],749
79,[np.float32(1.0)],[np.float32(12.0)],750
80,[np.float32(12.0)],[np.float32(19.0)],271
81,[np.float32(8.0)],[np.float32(69.0)],630
82,[np.float32(4.0)],[np.float32(30.0)],751
84,[np.float32(3.0)],[np.float32(4.0)],747
85,[np.float32(4.0)],[np.float32(56.0)],734
86,[np.float32(7.0)],[np.float32(38.0)],749
87,[np.float32(4.0)],[np.float32(10.0)],750
93,[np.float32(3.0)],[np.float32(7.0)],749
94,[np.float32(4.0)],[np.float32(10.0)],102
96,[np.float32(11.0)],[np.float32(62.0)],751
97,[np.float32(11.0)],[np.float32(62.0)],749
98,[np.float32(8.0)],[np.float32(20.0)],748
99,[np.float32(4.0)],[np.float32(31.0)],745
100,[np.float32(7.0)],[np.float32(18.0)],750
101,[np.float32(4.0)],[np.float32(10.0)],751
102,[np.float32(11.0)],[np.float32(62.0)],605
104,[np.float32(7.0)],[np.float32(18.0)],751
106,[np.float32(4.0)],[np.float32(10.0)],104
113,[np.float32(2.0)],[np.float32(39.0)],749
114,[np.float32(3.0)],[np.float32(60.0)],750
116,[np.float32(4.0)],[np.float32(3.0)],53
117,[np.float32(3.0)],[np.float32(60.0)],744
120,[np.float32(11.0)],[np.float32(64.0)],750
124,[np.float32(8.0)],[np.float32(49.0)],748
125,[np.float32(6.0)],[np.float32(53.0)],39
127,[np.float32(1.0)],[np.float32(12.0)],751
128,[np.float32(8.0)],[np.float32(21.0)],748
130,[np.float32(4.0)],[np.float32(10.0)],15
133,[np.float32(7.0)],[np.float32(40.0)],732
138,[np.float32(4.0)],[np.float32(10.0)],298
144,[np.float32(8.0)],[np.float32(21.0)],748
145,[np.float32(4.0)],[np.float32(10.0)],748
146,[np.float32(7.0)],[np.float32(8.0)],739
148,"[np.float32(4.0), np.float32(11.0)]","[np.float32(14.0), np.float32(15.0)]",613
154,[np.float32(4.0)],[np.float32(10.0)],153
155,[np.float32(1.0)],[np.float32(41.0)],747
158,[np.float32(12.0)],[np.float32(28.0)],750
160,[np.float32(8.0)],[np.float32(55.0)],744
161,[np.float32(4.0)],[np.float32(30.0)],144
163,[np.float32(11.0)],[np.float32(64.0)],678
165,[np.float32(1.0)],[np.float32(48.0)],677
170,[np.float32(1.0)],[np.float32(48.0)],295
171,[np.float32(12.0)],[np.float32(19.0)],403
173,[np.float32(4.0)],"[np.float32(10.0), np.float32(56.0)]",750
176,[np.float32(8.0)],[np.float32(21.0)],746
177,[np.float32(4.0)],[np.float32(35.0)],748
181,[np.float32(7.0)],[np.float32(18.0)],751
183,[np.float32(7.0)],[np.float32(38.0)],719
184,[np.float32(8.0)],[np.float32(20.0)],748
185,[np.float32(4.0)],[np.float32(56.0)],745
186,[np.float32(3.0)],[np.float32(60.0)],751
187,[np.float32(11.0)],[np.float32(64.0)],343
189,[np.float32(8.0)],[np.float32(2.0)],749
190,[np.float32(7.0)],[np.float32(8.0)],748
191,[np.float32(7.0)],[np.float32(58.0)],714
194,[np.float32(4.0)],[np.float32(30.0)],748
195,[np.float32(3.0)],[np.float32(60.0)],17
198,[np.float32(1.0)],[np.float32(48.0)],259
199,[np.float32(7.0)],[np.float32(8.0)],747
201,[np.float32(3.0)],[np.float32(60.0)],750
202,[np.float32(3.0)],[np.float32(42.0)],750
203,[np.float32(2.0)],[np.float32(66.0)],745
204,[np.float32(4.0)],[np.float32(14.0)],337
207,[np.float32(4.0)],[np.float32(10.0)],659
208,[np.float32(7.0)],[np.float32(8.0)],727
210,[np.float32(8.0)],[np.float32(20.0)],257
211,[np.float32(3.0)],[np.float32(42.0)],81
212,[np.float32(4.0)],[np.float32(56.0)],740
215,[np.float32(3.0)],[np.float32(60.0)],534
216,[np.float32(7.0)],[np.float32(18.0)],746
218,[np.float32(4.0)],[np.float32(9.0)],745
219,[np.float32(4.0)],[np.float32(3.0)],711
221,[np.float32(7.0)],[np.float32(18.0)],39
222,[np.float32(3.0)],[np.float32(60.0)],196
225,[np.float32(1.0)],[np.float32(48.0)],662
227,[np.float32(2.0)],[np.float32(39.0)],750
228,[np.float32(3.0)],[np.float32(60.0)],472
229,[np.float32(4.0)],[np.float32(10.0)],749
230,[np.float32(4.0)],[np.float32(10.0)],751
231,[np.float32(4.0)],[np.float32(56.0)],590
233,[np.float32(7.0)],[np.float32(8.0)],750
235,[np.float32(3.0)],[np.float32(60.0)],307
236,[np.float32(12.0)],[np.float32(19.0)],627
240,[np.float32(6.0)],[np.float32(22.0)],560
241,[np.float32(8.0)],[np.float32(11.0)],748
242,[np.float32(7.0)],[np.float32(18.0)],751
243,[np.float32(11.0)],[np.float32(64.0)],266
244,[np.float32(8.0)],[np.float32(55.0)],745
246,[np.float32(8.0)],[np.float32(21.0)],199
247,[np.float32(7.0)],[np.float32(8.0)],748
248,[np.float32(4.0)],[np.float32(10.0)],747
250,[np.float32(4.0)],[np.float32(56.0)],743
251,[np.float32(7.0)],[np.float32(8.0)],744
253,[np.float32(7.0)],[np.float32(61.0)],173
254,[np.float32(7.0)],[np.float32(8.0)],311
255,[np.float32(7.0)],[np.float32(8.0)],128
258,[np.float32(6.0)],[np.float32(53.0)],742
263,[np.float32(7.0)],[np.float32(8.0)],746
266,[np.float32(8.0)],[np.float32(21.0)],116
270,[np.float32(4.0)],[np.float32(30.0)],750
271,"[np.float32(4.0), np.float32(11.0)]","[np.float32(30.0), np.float32(62.0)]",749
272,[np.float32(7.0)],[np.float32(38.0)],748
275,[np.float32(4.0)],[np.float32(30.0)],748
281,[np.float32(3.0)],[np.float32(7.0)],739
285,[np.float32(3.0)],[np.float32(43.0)],749
288,[np.float32(7.0)],[np.float32(8.0)],747
292,[np.float32(11.0)],[np.float32(15.0)],750
293,[np.float32(4.0)],[np.float32(26.0)],743
294,[np.float32(4.0)],[np.float32(56.0)],747
296,[np.float32(3.0)],[np.float32(60.0)],746
298,[np.float32(4.0)],[np.float32(26.0)],439
301,[np.float32(8.0)],[np.float32(21.0)],63
302,[np.float32(4.0)],[np.float32(14.0)],743
303,[np.float32(3.0)],[np.float32(60.0)],750
304,[np.float32(8.0)],[np.float32(44.0)],751
306,[np.float32(3.0)],[np.float32(7.0)],67
309,[np.float32(7.0)],[np.float32(59.0)],748
312,[np.float32(3.0)],[np.float32(60.0)],750
313,[np.float32(2.0)],[np.float32(46.0)],744
314,[np.float32(7.0)],[np.float32(8.0)],750
316,[np.float32(1.0)],[np.float32(12.0)],520
317,[np.float32(7.0)],[np.float32(8.0)],28
322,[np.float32(1.0)],[np.float32(48.0)],743
323,[np.float32(8.0)],[np.float32(55.0)],750
324,[np.float32(3.0)],[np.float32(42.0)],747
325,[np.float32(11.0)],[np.float32(62.0)],376
326,[np.float32(2.0)],[np.float32(39.0)],251
327,[np.float32(4.0)],[np.float32(14.0)],87
329,[np.float32(1.0)],[np.float32(48.0)],326
330,[np.float32(11.0)],[np.float32(64.0)],750
331,[np.float32(1.0)],[np.float32(12.0)],748
338,[np.float32(1.0)],[np.float32(48.0)],338
339,[np.float32(6.0)],[np.float32(53.0)],15
340,[np.float32(11.0)],[np.float32(64.0)],342
342,[np.float32(11.0)],[np.float32(62.0)],32
343,[np.float32(1.0)],[np.float32(12.0)],750
345,[np.float32(7.0)],[np.float32(8.0)],750
347,[np.float32(8.0)],[np.float32(45.0)],748
349,[np.float32(4.0)],[np.float32(35.0)],748
350,[np.float32(3.0)],[np.float32(24.0)],748
351,[np.float32(4.0)],[np.float32(31.0)],751
352,[np.float32(7.0)],[np.float32(8.0)],72
353,[np.float32(3.0)],[np.float32(43.0)],748
355,[np.float32(11.0)],[np.float32(15.0)],748
358,[np.float32(8.0)],[np.float32(69.0)],748
365,[np.float32(2.0)],[np.float32(66.0)],748
367,[np.float32(7.0)],[np.float32(38.0)],747
369,[np.float32(4.0)],[np.float32(16.0)],744
370,[np.float32(6.0)],[np.float32(54.0)],40
372,[np.float32(4.0)],[np.float32(14.0)],3
373,[np.float32(4.0)],[np.float32(10.0)],249
374,[np.float32(1.0)],[np.float32(41.0)],746
375,[np.float32(2.0)],[np.float32(66.0)],170
376,[np.float32(4.0)],[np.float32(14.0)],98
377,[np.float32(8.0)],[np.float32(25.0)],749
378,[np.float32(8.0)],[np.float32(21.0)],86
379,[np.float32(4.0)],[np.float32(35.0)],750
380,[np.float32(7.0)],[np.float32(8.0)],747
381,[np.float32(7.0)],[np.float32(8.0)],547
382,[np.float32(1.0)],[np.float32(41.0)],749
383,[np.float32(2.0)],[np.float32(46.0)],744
385,[np.float32(7.0)],[np.float32(18.0)],750
386,[np.float32(3.0)],[np.float32(6.0)],749
387,[np.float32(4.0)],[np.float32(30.0)],74
388,[np.float32(1.0)],[np.float32(48.0)],54
389,[np.float32(12.0)],[np.float32(19.0)],746
392,[np.float32(4.0)],[np.float32(31.0)],746
394,[np.float32(8.0)],[np.float32(69.0)],748
396,[np.float32(4.0)],[np.float32(30.0)],751
397,[np.float32(7.0)],[np.float32(38.0)],487
398,[np.float32(12.0)],[np.float32(19.0)],743
399,[np.float32(6.0)],[np.float32(53.0)],748
402,[np.float32(6.0)],[np.float32(53.0)],741
404,[np.float32(7.0)],[np.float32(18.0)],747
405,[np.float32(6.0)],[np.float32(53.0)],749
406,[np.float32(3.0)],[np.float32(5.0)],745
407,[np.float32(8.0)],[np.float32(21.0)],283
408,[np.float32(11.0)],[np.float32(62.0)],118
409,[np.float32(4.0)],[np.float32(9.0)],386
411,[np.float32(7.0)],[np.float32(8.0)],536
412,[np.float32(3.0)],[np.float32(5.0)],749
414,[np.float32(4.0)],[np.float32(30.0)],750
416,[np.float32(6.0)],[np.float32(53.0)],749
417,[np.float32(4.0)],[np.float32(56.0)],179
418,[np.float32(3.0)],[np.float32(60.0)],750
419,[np.float32(4.0)],[np.float32(9.0)],56
420,[np.float32(8.0)],[np.float32(69.0)],749
421,[np.float32(3.0)],[np.float32(4.0)],726
422,[np.float32(4.0)],[np.float32(26.0)],745
423,[np.float32(6.0)],[np.float32(53.0)],750
425,[np.float32(4.0)],[np.float32(26.0)],748
426,[np.float32(3.0)],[np.float32(17.0)],749
429,[np.float32(8.0)],"[np.float32(45.0), np.float32(47.0)]",340
432,[np.float32(11.0)],[np.float32(62.0)],751
433,[np.float32(8.0)],[np.float32(11.0)],590
434,[np.float32(3.0)],[np.float32(5.0)],749
435,[np.float32(4.0)],[np.float32(10.0)],146
436,[np.float32(6.0)],[np.float32(53.0)],560
437,[np.float32(4.0)],[np.float32(31.0)],751
438,[np.float32(11.0)],[np.float32(64.0)],751
441,[np.float32(1.0)],[np.float32(41.0)],75
442,[np.float32(11.0)],[np.float32(62.0)],750
444,[np.float32(7.0)],[np.float32(8.0)],426
446,[np.float32(2.0)],[np.float32(66.0)],748
449,[np.float32(4.0)],[np.float32(14.0)],742
451,[np.float32(8.0)],[np.float32(49.0)],749
453,[np.float32(8.0)],[np.float32(69.0)],747
454,[np.float32(4.0)],[np.float32(14.0)],751
455,[np.float32(3.0)],[np.float32(7.0)],19
456,[np.float32(2.0)],[np.float32(66.0)],520
457,[np.float32(3.0)],[np.float32(60.0)],175
458,[np.float32(2.0)],[np.float32(39.0)],749
459,[np.float32(11.0)],[np.float32(15.0)],749
460,[np.float32(11.0)],[np.float32(64.0)],426
461,[np.float32(11.0)],[np.float32(15.0)],62
462,[np.float32(3.0)],[np.float32(42.0)],596
463,[np.float32(4.0)],[np.float32(30.0)],66
464,[np.float32(8.0)],[np.float32(25.0)],56
465,[np.float32(7.0)],[np.float32(8.0)],225
467,[np.float32(3.0)],[np.float32(33.0)],2
471,[np.float32(4.0)],[np.float32(56.0)],747
472,[np.float32(6.0)],[np.float32(53.0)],751
473,[np.float32(8.0)],"[np.float32(2.0), np.float32(45.0)]",713
475,[np.float32(8.0)],[np.float32(25.0)],200
481,[np.float32(4.0)],[np.float32(31.0)],117
486,[np.float32(4.0)],"[np.float32(10.0), np.float32(56.0)]",661
487,[np.float32(12.0)],[np.float32(19.0)],743
489,[np.float32(4.0)],[np.float32(3.0)],749
490,[np.float32(7.0)],[np.float32(8.0)],739
492,[np.float32(8.0)],[np.float32(49.0)],723
495,[np.float32(11.0)],[np.float32(15.0)],376
496,[np.float32(3.0)],[np.float32(60.0)],730
497,[np.float32(8.0)],[np.float32(45.0)],751
498,[np.float32(3.0)],[np.float32(5.0)],751
501,[np.float32(4.0)],[np.float32(9.0)],748
506,[np.float32(4.0)],[np.float32(31.0)],750
507,[np.float32(3.0)],[np.float32(33.0)],750
508,[np.float32(4.0)],[np.float32(30.0)],740
509,[np.float32(8.0)],[np.float32(69.0)],312
510,[np.float32(3.0)],[np.float32(60.0)],324
511,[np.float32(11.0)],[np.float32(62.0)],401
512,[np.float32(2.0)],[np.float32(46.0)],747
513,[np.float32(2.0)],[np.float32(46.0)],319
514,[np.float32(2.0)],[np.float32(46.0)],704
515,[np.float32(3.0)],[np.float32(60.0)],751
516,[np.float32(3.0)],[np.float32(34.0)],750
517,[np.float32(3.0)],[np.float32(60.0)],751
525,[np.float32(8.0)],[np.float32(45.0)],747
527,[np.float32(11.0)],[np.float32(15.0)],745
529,[np.float32(3.0)],[np.float32(60.0)],748
531,[np.float32(3.0)],[np.float32(60.0)],750
536,[np.float32(3.0)],[np.float32(60.0)],224
538,[np.float32(12.0)],[np.float32(19.0)],739
541,[np.float32(12.0)],[np.float32(19.0)],750
542,[np.float32(4.0)],[np.float32(14.0)],57
543,[np.float32(4.0)],[np.float32(31.0)],747
544,[np.float32(4.0)],[np.float32(10.0)],543
545,[np.float32(6.0)],[np.float32(53.0)],749
546,[np.float32(3.0)],[np.float32(33.0)],590
548,[np.float32(4.0)],[np.float32(56.0)],750
550,[np.float32(8.0)],[np.float32(23.0)],750
554,[np.float32(3.0)],[np.float32(60.0)],750
555,[np.float32(2.0)],[np.float32(39.0)],748
556,[np.float32(11.0)],[np.float32(64.0)],15
557,[np.float32(12.0)],[np.float32(19.0)],63
559,[np.float32(1.0)],[np.float32(12.0)],750
560,[np.float32(7.0)],[np.float32(18.0)],104
561,[np.float32(12.0)],[np.float32(19.0)],749
563,[np.float32(4.0)],[np.float32(14.0)],750
565,[np.float32(4.0)],[np.float32(14.0)],750
566,[np.float32(11.0)],[np.float32(64.0)],314
567,[np.float32(8.0)],[np.float32(69.0)],142
569,[np.float32(1.0)],[np.float32(48.0)],209
570,[np.float32(2.0)],[np.float32(39.0)],4
572,[np.float32(4.0)],[np.float32(16.0)],749
577,[np.float32(3.0)],[np.float32(42.0)],744
579,[np.float32(8.0)],[np.float32(23.0)],750
581,[np.float32(1.0)],[np.float32(12.0)],750
582,[np.float32(8.0)],[np.float32(20.0)],750
583,[np.float32(6.0)],[np.float32(57.0)],741
584,[np.float32(4.0)],[np.float32(56.0)],147
586,[np.float32(12.0)],[np.float32(19.0)],31
587,[np.float32(4.0)],[np.float32(16.0)],133
588,[np.float32(8.0)],[np.float32(20.0)],440
589,[np.float32(11.0)],[np.float32(62.0)],751
590,[np.float32(6.0)],[np.float32(53.0)],750
592,[np.float32(11.0)],[np.float32(64.0)],67
595,[np.float32(6.0)],[np.float32(53.0)],744
596,[np.float32(6.0)],[np.float32(53.0)],504
597,[np.float32(2.0)],[np.float32(66.0)],722
598,[np.float32(7.0)],[np.float32(38.0)],262
599,[np.float32(8.0)],[np.float32(2.0)],510
606,[np.float32(6.0)],[np.float32(53.0)],265
611,[np.float32(8.0)],"[np.float32(20.0), np.float32(49.0)]",750
613,[np.float32(12.0)],[np.float32(19.0)],750
614,[np.float32(7.0)],[np.float32(18.0)],29
615,[np.float32(4.0)],[np.float32(30.0)],750
616,[np.float32(7.0)],[np.float32(8.0)],747
617,[np.float32(4.0)],"[np.float32(10.0), np.float32(30.0)]",749
619,[np.float32(12.0)],[np.float32(19.0)],732
620,[np.float32(4.0)],[np.float32(10.0)],744
621,[np.float32(1.0)],[np.float32(48.0)],104
623,[np.float32(8.0)],[np.float32(11.0)],750
624,[np.float32(8.0)],[np.float32(69.0)],748
625,[np.float32(2.0)],[np.float32(39.0)],751
626,[np.float32(8.0)],[np.float32(23.0)],492
627,[np.float32(2.0)],[np.float32(66.0)],310
629,[np.float32(3.0)],[np.float32(6.0)],737
630,[np.float32(3.0)],[np.float32(17.0)],748
631,[np.float32(7.0)],[np.float32(8.0)],340
633,[np.float32(7.0)],[np.float32(8.0)],453
636,[np.float32(6.0)],[np.float32(22.0)],311
637,[np.float32(3.0)],[np.float32(60.0)],33
638,[np.float32(4.0)],[np.float32(14.0)],751
639,[np.float32(7.0)],[np.float32(8.0)],751
641,[np.float32(1.0)],[np.float32(48.0)],748
644,[np.float32(2.0)],[np.float32(46.0)],750
645,[np.float32(8.0)],[np.float32(69.0)],750
646,[np.float32(12.0)],[np.float32(19.0)],743
648,[np.float32(7.0)],[np.float32(8.0)],271
649,[np.float32(2.0)],[np.float32(39.0)],750
650,[np.float32(4.0)],[np.float32(10.0)],231
651,[np.float32(7.0)],[np.float32(8.0)],736
652,[np.float32(11.0)],[np.float32(64.0)],751
653,[np.float32(7.0)],[np.float32(18.0)],547
655,[np.float32(11.0)],[np.float32(64.0)],747
656,[np.float32(11.0)],[np.float32(64.0)],744
657,[np.float32(7.0)],[np.float32(8.0)],744
658,[np.float32(8.0)],[np.float32(23.0)],288
659,[np.float32(4.0)],[np.float32(9.0)],142
660,[np.float32(3.0)],[np.float32(60.0)],747
661,[np.float32(8.0)],[np.float32(21.0)],742
662,[np.float32(8.0)],[np.float32(21.0)],79
663,[np.float32(4.0)],[np.float32(26.0)],730
664,[np.float32(8.0)],[np.float32(23.0)],747
665,[np.float32(8.0)],[np.float32(45.0)],745
666,[np.float32(2.0)],[np.float32(39.0)],165
668,[np.float32(1.0)],[np.float32(12.0)],748
673,[np.float32(7.0)],[np.float32(8.0)],735
677,[np.float32(11.0)],[np.float32(62.0)],137
680,[np.float32(8.0)],[np.float32(69.0)],409
691,[np.float32(1.0)],[np.float32(12.0)],569
692,[np.float32(7.0)],[np.float32(8.0)],118
694,[np.float32(8.0)],[np.float32(69.0)],120
696,[np.float32(4.0)],[np.float32(30.0)],151
697,[np.float32(7.0)],[np.float32(8.0)],417
699,[np.float32(3.0)],[np.float32(24.0)],146
700,[np.float32(2.0)],[np.float32(46.0)],697
702,[np.float32(8.0)],[np.float32(2.0)],750
705,[np.float32(8.0)],[np.float32(49.0)],732
708,[np.float32(4.0)],[np.float32(14.0)],92
710,[np.float32(3.0)],[np.float32(60.0)],418
713,[np.float32(1.0)],[np.float32(48.0)],736
716,[np.float32(1.0)],[np.float32(41.0)],644
718,[np.float32(8.0)],[np.float32(45.0)],748
724,[np.float32(3.0)],[np.float32(5.0)],245
725,[np.float32(4.0)],[np.float32(10.0)],746
726,[np.float32(2.0)],[np.float32(66.0)],41
727,[np.float32(4.0)],[np.float32(26.0)],744
731,[np.float32(6.0)],[np.float32(57.0)],444
732,[np.float32(2.0)],[np.float32(66.0)],750
734,[np.float32(3.0)],[np.float32(60.0)],17
735,[np.float32(8.0)],[np.float32(70.0)],91
738,[np.float32(3.0)],[np.float32(7.0)],744
739,[np.float32(7.0)],[np.float32(38.0)],87
743,[np.float32(3.0)],[np.float32(60.0)],751
744,[np.float32(3.0)],[np.float32(60.0)],750
745,[np.float32(8.0)],[np.float32(55.0)],742
746,[np.float32(4.0)],[np.float32(14.0)],750
749,[np.float32(3.0)],[np.float32(60.0)],743
751,[np.float32(1.0)],[np.float32(12.0)],151
752,[np.float32(8.0)],[np.float32(21.0)],747
754,[np.float32(7.0)],[np.float32(8.0)],751
755,[np.float32(8.0)],[np.float32(20.0)],293
756,[np.float32(4.0)],[np.float32(56.0)],733
757,[np.float32(3.0)],[np.float32(7.0)],744
763,[np.float32(3.0)],[np.float32(17.0)],751
765,[np.float32(8.0)],[np.float32(2.0)],558
766,[np.float32(3.0)],[np.float32(4.0)],374
767,[np.float32(4.0)],[np.float32(30.0)],748
768,[np.float32(4.0)],[np.float32(26.0)],493
769,[np.float32(6.0)],[np.float32(54.0)],747
770,[np.float32(4.0)],[np.float32(10.0)],750
772,[np.float32(3.0)],[np.float32(68.0)],748
774,[np.float32(7.0)],[np.float32(8.0)],735
775,[np.float32(7.0)],[np.float32(8.0)],745
776,[np.float32(7.0)],[np.float32(8.0)],513
780,[np.float32(3.0)],[np.float32(83.0)],77
781,[np.float32(3.0)],[np.float32(60.0)],751
782,[np.float32(7.0)],[np.float32(8.0)],747
783,[np.float32(12.0)],[np.float32(19.0)],155
784,[np.float32(8.0)],[np.float32(2.0)],750
785,[np.float32(8.0)],[np.float32(2.0)],747
786,[np.float32(4.0)],[np.float32(35.0)],751
788,[np.float32(6.0)],[np.float32(53.0)],748
791,[np.float32(3.0)],[np.float32(60.0)],389
792,[np.float32(7.0)],[np.float32(38.0)],750
794,[np.float32(1.0)],[np.float32(48.0)],527
795,[np.float32(4.0)],[np.float32(56.0)],737
796,[np.float32(2.0)],[np.float32(66.0)],157
797,[np.float32(4.0)],[np.float32(31.0)],735
798,[np.float32(6.0)],[np.float32(54.0)],58
800,[np.float32(3.0)],[np.float32(6.0)],705
803,[np.float32(4.0)],[np.float32(14.0)],18
804,[np.float32(1.0)],[np.float32(48.0)],48
807,[np.float32(3.0)],[np.float32(42.0)],747
809,[np.float32(4.0)],[np.float32(30.0)],749
810,[np.float32(8.0)],[np.float32(21.0)],747
815,[np.float32(6.0)],[np.float32(53.0)],750
816,[np.float32(11.0)],[np.float32(15.0)],747
818,[np.float32(4.0)],[np.float32(14.0)],743
820,[np.float32(4.0)],[np.float32(30.0)],208
821,[np.float32(4.0)],[np.float32(35.0)],745
822,[np.float32(4.0)],[np.float32(26.0)],739
823,[np.float32(8.0)],[np.float32(2.0)],748
825,[np.float32(4.0)],"[np.float32(30.0), np.float32(56.0)]",749
826,[np.float32(4.0)],[np.float32(56.0)],22
828,[np.float32(4.0)],[np.float32(26.0)],746
829,[np.float32(7.0)],[np.float32(58.0)],162
830,[np.float32(7.0)],[np.float32(8.0)],157
831,[np.float32(8.0)],[np.float32(21.0)],751
832,[np.float32(8.0)],[np.float32(69.0)],173
833,[np.float32(4.0)],[np.float32(31.0)],750
834,[np.float32(1.0)],[np.float32(12.0)],745
837,[np.float32(4.0)],[np.float32(31.0)],43
838,[np.float32(8.0)],[np.float32(2.0)],749
840,[np.float32(3.0)],[np.float32(60.0)],156
843,[np.float32(4.0)],[np.float32(30.0)],748
845,[np.float32(11.0)],[np.float32(15.0)],741
846,[np.float32(7.0)],[np.float32(8.0)],736
847,[np.float32(7.0)],[np.float32(18.0)],748
848,[np.float32(4.0)],[np.float32(31.0)],750
850,[np.float32(4.0)],[np.float32(30.0)],750
851,[np.float32(12.0)],[np.float32(19.0)],751
852,[np.float32(2.0)],[np.float32(66.0)],209
855,[np.float32(4.0)],[np.float32(30.0)],750
856,[np.float32(8.0)],[np.float32(45.0)],749
857,[np.float32(1.0)],[np.float32(12.0)],749
864,[np.float32(8.0)],[np.float32(21.0)],746
865,[np.float32(4.0)],[np.float32(10.0)],750
868,[np.float32(4.0)],[np.float32(10.0)],147
871,[np.float32(4.0)],[np.float32(10.0)],747
872,[np.float32(7.0)],[np.float32(8.0)],21
875,[np.float32(11.0)],[np.float32(15.0)],742
876,[np.float32(7.0)],[np.float32(8.0)],732
878,[np.float32(4.0)],[np.float32(10.0)],747
880,[np.float32(11.0)],[np.float32(62.0)],746
881,[np.float32(11.0)],[np.float32(64.0)],749
884,[np.float32(1.0)],[np.float32(27.0)],735
885,[np.float32(4.0)],[np.float32(16.0)],54
886,[np.float32(2.0)],[np.float32(1.0)],748
888,[np.float32(8.0)],"[np.float32(11.0), np.float32(49.0)]",751
889,[np.float32(3.0)],[np.float32(34.0)],476
892,[np.float32(7.0)],[np.float32(61.0)],257
893,[np.float32(8.0)],[np.float32(21.0)],26
895,[np.float32(4.0)],[np.float32(10.0)],747
896,[np.float32(4.0)],[np.float32(30.0)],751
897,[np.float32(4.0)],[np.float32(14.0)],750
901,[np.float32(8.0)],[np.float32(21.0)],475
903,[np.float32(7.0)],[np.float32(8.0)],332
904,[np.float32(8.0)],[np.float32(49.0)],750
905,[np.float32(1.0)],[np.float32(48.0)],151
906,[np.float32(7.0)],[np.float32(18.0)],744
907,[np.float32(3.0)],[np.float32(60.0)],746
909,[np.float32(8.0)],[np.float32(69.0)],750
910,[np.float32(8.0)],[np.float32(21.0)],748
911,[np.float32(3.0)],[np.float32(4.0)],695
913,"[np.float32(2.0), np.float32(11.0)]","[np.float32(39.0), np.float32(64.0)]",741
916,[np.float32(2.0)],[np.float32(66.0)],549
917,[np.float32(8.0)],[np.float32(23.0)],416
920,[np.float32(11.0)],[np.float32(64.0)],749
921,[np.float32(7.0)],[np.float32(59.0)],751
922,[np.float32(4.0)],[np.float32(56.0)],748
923,[np.float32(2.0)],[np.float32(66.0)],743
926,[np.float32(2.0)],[np.float32(39.0)],147
929,[np.float32(7.0)],[np.float32(8.0)],751
934,[np.float32(3.0)],[np.float32(60.0)],746
935,[np.float32(4.0)],[np.float32(26.0)],738
937,[np.float32(3.0)],[np.float32(33.0)],749
945,[np.float32(8.0)],[np.float32(69.0)],746
